Unnamed: 0,year,Observed Max Temp,Observed Min Temp,Max Observed Precipitation,month,0,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,Max Wind Speed,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,Shape__Area,Shape__Length,Damage Inspection Date,Damage,Structure Type,# Units in Structure (if multi unit),Latitude,Longitude,Fuel Moisture Date,PERCENT
708,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09515333,-118.4691891,12/15/17,62.0
709,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09515333,-118.4691891,12/28/17,62.0
710,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09498879,-118.4688025,12/15/17,62.0
711,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09498879,-118.4688025,12/28/17,62.0
712,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09433725,-118.4687863,12/15/17,62.0
713,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09433725,-118.4687863,12/28/17,62.0
714,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09391503,-118.4687735,12/15/17,62.0
715,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.09391503,-118.4687735,12/28/17,62.0
716,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.0902117,-118.4696832,12/15/17,62.0
717,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.0902117,-118.4696832,12/28/17,62.0
718,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08941663,-118.4674248,12/15/17,62.0
719,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08941663,-118.4674248,12/28/17,62.0
720,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.0895406,-118.4653917,12/15/17,62.0
721,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.0895406,-118.4653917,12/28/17,62.0
722,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08736504,-118.4680276,12/15/17,62.0
723,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08736504,-118.4680276,12/28/17,62.0
724,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08762455,-118.471861,12/15/17,62.0
725,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08762455,-118.471861,12/28/17,62.0
726,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08785123,-118.4718751,12/15/17,62.0
727,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08785123,-118.4718751,12/28/17,62.0
728,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08808507,-118.471986,12/15/17,62.0
729,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08808507,-118.471986,12/28/17,62.0
730,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08834388,-118.4720045,12/15/17,62.0
731,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.08834388,-118.4720045,12/28/17,62.0
732,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.0886288,-118.4720615,12/15/17,62.0
733,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Multi Story,1.0,34.0886288,-118.4720615,12/28/17,62.0
734,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08752639,-118.4723049,12/15/17,62.0
735,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08752639,-118.4723049,12/28/17,62.0
736,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09357163,-118.4686364,12/15/17,62.0
737,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09357163,-118.4686364,12/28/17,62.0
738,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09319471,-118.4685702,12/15/17,62.0
739,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09319471,-118.4685702,12/28/17,62.0
740,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09275253,-118.4685828,12/15/17,62.0
741,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09275253,-118.4685828,12/28/17,62.0
742,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09227469,-118.469117,12/15/17,62.0
743,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09227469,-118.469117,12/28/17,62.0
744,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09165759,-118.4689703,12/15/17,62.0
745,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09165759,-118.4689703,12/28/17,62.0
746,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0912494,-118.4687773,12/15/17,62.0
747,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0912494,-118.4687773,12/28/17,62.0
748,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08982852,-118.4661442,12/15/17,62.0
749,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08982852,-118.4661442,12/28/17,62.0
750,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0907613,-118.4689507,12/15/17,62.0
751,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0907613,-118.4689507,12/28/17,62.0
752,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08962057,-118.469414,12/15/17,62.0
753,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08962057,-118.469414,12/28/17,62.0
754,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09019854,-118.4657454,12/15/17,62.0
755,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09019854,-118.4657454,12/28/17,62.0
756,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08867026,-118.4672633,12/15/17,62.0
757,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08867026,-118.4672633,12/28/17,62.0
758,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0885946,-118.4678235,12/15/17,62.0
759,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0885946,-118.4678235,12/28/17,62.0
760,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08842156,-118.4667426,12/15/17,62.0
761,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08842156,-118.4667426,12/28/17,62.0
762,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08772617,-118.4672921,12/15/17,62.0
763,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08772617,-118.4672921,12/28/17,62.0
764,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0862326,-118.4678448,12/15/17,62.0
765,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.0862326,-118.4678448,12/28/17,62.0
766,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08609264,-118.4682814,12/15/17,62.0
767,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08609264,-118.4682814,12/28/17,62.0
768,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09037441,-118.4658493,12/15/17,62.0
769,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09037441,-118.4658493,12/28/17,62.0
770,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08626946,-118.4687278,12/15/17,62.0
771,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08626946,-118.4687278,12/28/17,62.0
772,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08670144,-118.4682898,12/15/17,62.0
773,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08670144,-118.4682898,12/28/17,62.0
774,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08683963,-118.4678138,12/15/17,62.0
775,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08683963,-118.4678138,12/28/17,62.0
776,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09058143,-118.46591,12/15/17,62.0
777,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09058143,-118.46591,12/28/17,62.0
778,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08727317,-118.4691698,12/15/17,62.0
779,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08727317,-118.4691698,12/28/17,62.0
780,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08724682,-118.4696331,12/15/17,62.0
781,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08724682,-118.4696331,12/28/17,62.0
782,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08905661,-118.4649416,12/15/17,62.0
783,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08905661,-118.4649416,12/28/17,62.0
784,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09081637,-118.4658995,12/15/17,62.0
785,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09081637,-118.4658995,12/28/17,62.0
786,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08821212,-118.4693933,12/15/17,62.0
787,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08821212,-118.4693933,12/28/17,62.0
788,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08879325,-118.4694055,12/15/17,62.0
789,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08879325,-118.4694055,12/28/17,62.0
790,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08917975,-118.4693138,12/15/17,62.0
791,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08917975,-118.4693138,12/28/17,62.0
792,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09313516,-118.4661172,12/15/17,62.0
793,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09313516,-118.4661172,12/28/17,62.0
794,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08732358,-118.4703076,12/15/17,62.0
795,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08732358,-118.4703076,12/28/17,62.0
796,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09360329,-118.4660331,12/15/17,62.0
797,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.09360329,-118.4660331,12/28/17,62.0
798,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08712135,-118.4718594,12/15/17,62.0
799,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08712135,-118.4718594,12/28/17,62.0
800,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08731547,-118.4723068,12/15/17,62.0
801,2017,,,,12/1/17,0.0,100.0,100.0,100.0,99.7,90.3,0.0,0.0,0.0,0.0,0.0,,377553,12/18/17,12/18/17,2.0,0.1799399,1063.478239,138.0456652,12/6/17,No Damage,Single Family Residence Single Story,1.0,34.08731547,-118.4723068,12/28/17,62.0
