Incident Start Date,* Damage,Hazard Type,If Affected 1-9% - Where did fire start?,If Affected 1-9% - What started fire?,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),# of Damaged Outbuildings < 120 SQFT,# of Non Damaged Outbuildings < 120 SQFT,* City,State,Zip Code,* CAL FIRE Unit,County,Latitude,Longitude,x,y
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0850036,-118.5075358,-13192198.54,4040221.656
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0899275,-118.504035,-13191808.83,4040883.493
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1031583,-118.5041817,-13191825.17,4042662.088
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0813467,-118.5108521,-13192567.71,4039730.143
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0839312,-118.5096296,-13192431.62,4040077.516
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0659499,-118.5000945,-13191370.18,4037660.923
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1156096,-118.5017489,-13191554.34,4044336.148
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0644212,-118.4991885,-13191269.33,4037455.502
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1047701,-118.5037215,-13191773.93,4042878.785
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1155401,-118.5014023,-13191515.76,4044326.812
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1067791,-118.50278,-13191669.13,4043148.881
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0655016,-118.4996578,-13191321.57,4037600.687
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.10412,-118.5043368,-13191842.43,4042791.376
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.092513,-118.5040346,-13191808.79,4041231.033
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1166608,-118.5020298,-13191585.61,4044477.503
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.102218,-118.504528,-13191863.71,4042535.672
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0658498,-118.5005643,-13191422.47,4037647.477
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0683676,-118.5036061,-13191761.09,4037985.825
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0851924,-118.509456,-13192412.29,4040247.028
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0673881,-118.502169,-13191601.11,4037854.195
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1056361,-118.5027944,-13191670.73,4042995.212
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1053675,-118.5033987,-13191738,4042959.102
1/7/2025 8:02:01 AM,No Damage,Fire,,,Hand Crew Fuel Break,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0852992,-118.5092328,-13192387.45,4040261.384
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0870634,-118.5043581,-13191844.8,4040498.519
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1023768,-118.5045796,-13191869.46,4042557.021
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1070669,-118.5027789,-13191669.01,4043187.572
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,1,Los Angeles,CA,90049,LAC,Los Angeles,34.0847625,-118.5093749,-13192403.27,4040189.249
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1057491,-118.5024129,-13191628.27,4043010.394
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1051266,-118.5035201,-13191751.51,4042926.716
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1051718,-118.5044383,-13191853.73,4042932.787
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.107207,-118.5025839,-13191647.29,4043206.413
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0834788,-118.5087422,-13192332.84,4040016.707
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1039408,-118.5045797,-13191869.47,4042767.285
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0721832,-118.507047,-13192144.13,4038498.589
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0696098,-118.5050891,-13191926.18,4038152.751
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0986799,-118.5052324,-13191942.12,4042060.032
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0998231,-118.5035015,-13191749.45,4042213.718
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0850802,-118.5080262,-13192253.14,4040231.951
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,0,LAC,Los Angeles,34.0995916,-118.5026256,-13191651.93,4042182.601
1/7/2025 8:02:01 AM,No Damage,Fire,,,Engine Company Actions,Single Family Residence Single Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.1042388,-118.5046126,-13191873.13,4042807.357
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0840807,-118.5092895,-13192393.76,4040097.603
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0694645,-118.5046399,-13191876.17,4038133.225
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0850531,-118.5069369,-13192131.87,4040228.305
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0667412,-118.5017575,-13191555.31,4037767.259
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.1040032,-118.5040726,-13191813.02,4042775.675
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1037332,-118.5045811,-13191869.63,4042739.381
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0904661,-118.5039414,-13191798.42,4040955.889
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0808999,-118.5109384,-13192577.31,4039670.082
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0660888,-118.5007526,-13191443.44,4037679.589
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0848913,-118.509408,-13192406.95,4040206.561
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1009382,-118.5036802,-13191769.34,4042363.626
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1015072,-118.5040723,-13191812.98,4042440.125
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.105062,-118.5030333,-13191697.32,4042918.031
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.116355,-118.5019848,-13191580.61,4044436.375
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.103726,-118.504293,-13191837.55,4042738.417
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1065466,-118.5028861,-13191680.93,4043117.615
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1053409,-118.5028858,-13191680.9,4042955.521
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0820942,-118.5095697,-13192424.96,4039830.599
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1014597,-118.5039126,-13191795.21,4042433.735
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1055181,-118.5026159,-13191650.86,4042979.338
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.1016838,-118.5039572,-13191800.17,4042463.867
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1060795,-118.5025819,-13191647.08,4043054.816
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0819732,-118.5101098,-13192485.08,4039814.338
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0657622,-118.5005214,-13191417.71,4037635.704
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.067688,-118.502589,-13191647.87,4037894.5
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0848575,-118.5087589,-13192334.69,4040202.015
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.1046964,-118.5042684,-13191834.82,4042868.868
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0818282,-118.5099159,-13192463.5,4039794.859
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1160132,-118.5019228,-13191573.71,4044390.419
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0811812,-118.5106975,-13192550.5,4039707.888
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0847123,-118.5080014,-13192250.37,4040182.499
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0922388,-118.5043066,-13191839.07,4041194.179
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0995041,-118.5034175,-13191740.09,4042170.834
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0914755,-118.504332,-13191841.89,4041091.574
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1003443,-118.5035587,-13191755.81,4042283.78
1/7/2025 8:02:01 AM,No Damage,Fire,,,Combination of Actions,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1074555,-118.5025368,-13191642.06,4043239.81
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0674168,-118.5031613,-13191711.58,4037858.049
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0848794,-118.5077334,-13192220.54,4040204.952
1/7/2025 8:02:01 AM,No Damage,Fire,,,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0821991,-118.5100037,-13192473.27,4039844.698
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0651234,-118.4997923,-13191336.54,4037549.863
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.1023586,-118.5041546,-13191822.15,4042554.578
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,,,1,Los Angeles,CA,90049,LAC,Los Angeles,34.0652644,-118.4994306,-13191296.27,4037568.805
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.1020179,-118.5041318,-13191819.61,4042508.783
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.085355,-118.50865,-13192322.57,4040268.878
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0836519,-118.5095342,-13192421,4040039.971
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0924088,-118.5039491,-13191799.27,4041217.028
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0837434,-118.5090807,-13192370.52,4040052.266
1/7/2025 8:02:01 AM,Affected (1-9%),Fire,Deck Elevated,Direct flame impingement,,Utility Misc Structure,Other Minor Structure,,,,Los Angeles,CA,90019,LAC,Los Angeles,34.0394161,-118.5571316,-13197719.52,4034095.877
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0685838,-118.5041384,-13191820.35,4038014.873
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0662254,-118.5010053,-13191471.57,4037697.945
1/7/2025 8:02:01 AM,No Damage,Fire,,,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.066056,-118.5012288,-13191496.45,4037675.184
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0840044,-118.5086984,-13192327.96,4040087.351
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,,1,Los Angeles,CA,90049,LAC,Los Angeles,34.0783715,-118.5084759,-13192303.19,4039330.265
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0825486,-118.5082158,-13192274.23,4039891.684
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.079298,-118.5093685,-13192402.56,4039454.787
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0818368,-118.5094584,-13192412.56,4039796.008
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0816558,-118.5098086,-13192451.55,4039771.683
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Single Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.1045366,-118.5039076,-13191794.65,4042847.389
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0843326,-118.5088722,-13192347.3,4040131.463
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Multi Story,Single Residence,,,1,Los Angeles,CA,90049,LAC,Los Angeles,34.0794286,-118.5096722,-13192436.36,4039472.342
1/7/2025 8:02:01 AM,No Damage,Fire,,,Unknown,Single Family Residence Single Story,Single Residence,,0,0,Los Angeles,CA,90049,LAC,Los Angeles,34.0791341,-118.5091646,-13192379.86,4039432.759
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.116846,-118.5024331,-13191630.51,4044502.403
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0845911,-118.5088802,-13192348.2,4040166.209
1/7/2025 8:02:01 AM,No Damage,Fire,,,,Single Family Residence Multi Story,Single Residence,,,,Los Angeles,CA,90049,LAC,Los Angeles,34.0807277,-118.5109224,-13192575.53,4039646.945
